"date_of_entrance","time_of_entrance","date_of_exit","time_of_exit","nfc_id","place_id"
"2020-08-07","14:40:43","2020-08-07","16:40:43","1339","406"
"2020-08-06","11:08:44","2020-08-06","13:08:44","1339","407"
"2020-08-06","13:41:12","2020-08-06","15:41:12","1339","408"
"2020-08-05","09:13:55","2020-08-05","11:13:55","1339","409"
"2020-08-07","15:07:18","2020-08-07","17:07:18","1339","410"
"2020-06-21","11:30:52","2020-06-21","13:30:52","1340","430"
"2020-06-21","18:06:56","2020-06-21","20:06:56","1340","431"
"2020-06-23","12:04:42","2020-06-23","14:04:42","1340","432"
"2020-06-19","11:54:26","2020-06-19","13:54:26","1340","433"
"2020-06-23","17:40:30","2020-06-23","19:40:30","1340","434"
"2020-06-23","11:36:35","2020-06-23","13:36:35","1340","435"
"2020-06-22","14:37:22","2020-06-22","16:37:22","1340","436"
"2020-06-19","20:17:35","2020-06-19","22:17:35","1340","437"
"2020-06-20","19:26:33","2020-06-20","21:26:33","1340","438"
"2020-06-19","12:23:06","2020-06-19","14:23:06","1340","439"
"2021-06-10","11:48:09","2021-06-10","13:48:09","1343","401"
"2021-06-10","09:52:56","2021-06-10","11:52:56","1343","402"
"2021-06-10","15:55:43","2021-06-10","17:55:43","1343","403"
"2021-06-11","17:31:22","2021-06-11","19:31:22","1343","404"
"2021-06-10","14:11:18","2021-06-10","16:11:18","1343","405"
"2021-06-12","10:22:33","2021-06-12","12:22:33","1343","406"
"2021-06-10","13:17:17","2021-06-10","15:17:17","1343","407"
"2021-06-09","18:55:30","2021-06-09","20:55:30","1343","408"
"2021-06-11","21:28:42","2021-06-11","23:28:42","1343","409"
"2021-06-13","10:30:56","2021-06-13","12:30:56","1343","410"
"2020-01-28","10:06:45","2020-01-28","12:06:45","1344","430"
"2020-01-28","15:42:47","2020-01-28","17:42:47","1344","431"
"2020-01-27","19:23:48","2020-01-27","21:23:48","1344","432"
"2020-01-27","17:35:20","2020-01-27","19:35:20","1344","433"
"2020-01-28","15:21:34","2020-01-28","17:21:34","1344","434"
"2020-01-25","13:37:35","2020-01-25","15:37:35","1344","435"
"2020-01-27","13:05:27","2020-01-27","15:05:27","1344","436"
"2020-01-25","09:35:45","2020-01-25","11:35:45","1344","437"
"2020-01-26","18:33:17","2020-01-26","20:33:17","1344","438"
"2020-01-27","17:26:30","2020-01-27","19:26:30","1344","439"
"2021-02-16","21:09:15","2021-02-16","23:09:15","1345","430"
"2021-02-14","11:17:29","2021-02-14","13:17:29","1345","431"
"2021-02-16","08:01:30","2021-02-16","10:01:30","1345","432"
"2021-02-18","08:21:08","2021-02-18","10:21:08","1345","433"
"2021-02-14","14:05:49","2021-02-14","16:05:49","1345","434"
"2021-02-17","21:41:40","2021-02-17","23:41:40","1345","435"
"2021-02-16","18:44:27","2021-02-16","20:44:27","1345","436"
"2021-02-15","12:53:51","2021-02-15","14:53:51","1345","437"
"2021-02-15","12:49:19","2021-02-15","14:49:19","1345","438"
"2021-02-17","14:58:53","2021-02-17","16:58:53","1345","439"
"2021-11-06","12:55:07","2021-11-06","14:55:07","1348","430"
"2021-11-04","17:54:39","2021-11-04","19:54:39","1348","431"
"2021-11-06","15:57:01","2021-11-06","17:57:01","1348","432"
"2021-11-04","14:44:23","2021-11-04","16:44:23","1348","433"
"2021-11-04","20:16:41","2021-11-04","22:16:41","1348","434"
"2021-11-02","17:41:22","2021-11-02","19:41:22","1348","435"
"2021-11-03","16:45:14","2021-11-03","18:45:14","1348","436"
"2021-11-06","20:23:31","2021-11-06","22:23:31","1348","437"
"2021-11-05","11:23:17","2021-11-05","13:23:17","1348","438"
"2021-11-04","19:06:39","2021-11-04","21:06:39","1348","439"
"2020-07-26","18:32:41","2020-07-26","20:32:41","1353","430"
"2020-07-26","13:09:23","2020-07-26","15:09:23","1353","431"
"2020-07-25","17:30:53","2020-07-25","19:30:53","1353","432"
"2020-07-25","17:19:51","2020-07-25","19:19:51","1353","433"
"2020-07-27","19:15:47","2020-07-27","21:15:47","1353","434"
"2020-07-26","09:58:23","2020-07-26","11:58:23","1353","435"
"2020-07-26","14:22:19","2020-07-26","16:22:19","1353","436"
"2020-07-23","12:08:58","2020-07-23","14:08:58","1353","437"
"2020-07-27","21:57:56","2020-07-27","23:57:56","1353","438"
"2020-07-27","11:15:10","2020-07-27","13:15:10","1353","439"
"2020-09-18","21:03:08","2020-09-18","23:03:08","1354","401"
"2020-09-20","14:30:09","2020-09-20","16:30:09","1354","402"
"2020-09-21","08:08:42","2020-09-21","10:08:42","1354","403"
"2020-09-20","12:10:20","2020-09-20","14:10:20","1354","404"
"2020-09-21","20:46:51","2020-09-21","22:46:51","1354","405"
"2020-09-20","18:40:48","2020-09-20","20:40:48","1354","406"
"2020-09-18","09:30:13","2020-09-18","11:30:13","1354","407"
"2020-09-18","16:42:19","2020-09-18","18:42:19","1354","408"
"2020-09-18","09:39:56","2020-09-18","11:39:56","1354","409"
"2020-09-18","20:51:45","2020-09-18","22:51:45","1354","410"
"2020-01-14","16:50:42","2020-01-14","18:50:42","1357","401"
"2020-01-11","10:48:23","2020-01-11","12:48:23","1357","402"
"2020-01-14","18:14:12","2020-01-14","20:14:12","1357","403"
"2020-01-13","12:39:37","2020-01-13","14:39:37","1357","404"
"2020-01-14","19:32:12","2020-01-14","21:32:12","1357","405"
"2020-01-10","19:06:43","2020-01-10","21:06:43","1357","406"
"2020-01-13","14:42:08","2020-01-13","16:42:08","1357","407"
"2020-01-11","20:30:20","2020-01-11","22:30:20","1357","408"
"2020-01-13","19:20:38","2020-01-13","21:20:38","1357","409"
"2020-01-13","16:39:24","2020-01-13","18:39:24","1357","410"
"2021-10-24","12:04:04","2021-10-24","14:04:04","1359","401"
"2021-10-21","12:11:52","2021-10-21","14:11:52","1359","402"
"2021-10-24","15:48:31","2021-10-24","17:48:31","1359","403"
"2021-10-24","10:24:50","2021-10-24","12:24:50","1359","404"
"2021-10-23","11:33:44","2021-10-23","13:33:44","1359","405"
"2021-10-22","10:57:56","2021-10-22","12:57:56","1359","406"
"2021-10-22","08:14:20","2021-10-22","10:14:20","1359","407"
"2021-10-21","13:57:16","2021-10-21","15:57:16","1359","408"
"2021-10-20","10:53:08","2021-10-20","12:53:08","1359","409"
"2021-10-24","17:10:39","2021-10-24","19:10:39","1359","410"
"2021-06-28","20:39:27","2021-06-28","22:39:27","1360","426"
"2021-07-01","11:02:03","2021-07-01","13:02:03","1360","427"
"2021-07-01","20:30:53","2021-07-01","22:30:53","1360","428"
"2021-07-02","12:21:31","2021-07-02","14:21:31","1360","429"
"2020-01-09","14:35:27","2020-01-09","16:35:27","1361","430"
"2020-01-09","16:12:21","2020-01-09","18:12:21","1361","431"
"2020-01-08","10:38:20","2020-01-08","12:38:20","1361","432"
"2020-01-09","14:19:28","2020-01-09","16:19:28","1361","433"
"2020-01-08","20:31:52","2020-01-08","22:31:52","1361","434"
"2020-01-08","12:49:48","2020-01-08","14:49:48","1361","435"
"2020-01-10","18:05:19","2020-01-10","20:05:19","1361","436"
"2020-01-10","09:58:13","2020-01-10","11:58:13","1361","437"
"2020-01-06","15:29:02","2020-01-06","17:29:02","1361","438"
"2020-01-07","12:36:15","2020-01-07","14:36:15","1361","439"
"2021-04-07","15:43:36","2021-04-07","17:43:36","1362","401"
"2021-04-04","12:26:00","2021-04-04","14:26:00","1362","402"
"2021-04-06","11:58:42","2021-04-06","13:58:42","1362","403"
"2021-04-05","15:48:42","2021-04-05","17:48:42","1362","404"
"2021-04-05","19:18:52","2021-04-05","21:18:52","1362","405"
"2021-04-06","14:21:29","2021-04-06","16:21:29","1362","406"
"2021-04-03","11:45:46","2021-04-03","13:45:46","1362","407"
"2021-04-03","10:51:04","2021-04-03","12:51:04","1362","408"
"2021-04-06","14:46:29","2021-04-06","16:46:29","1362","409"
"2021-04-03","16:36:01","2021-04-03","18:36:01","1362","410"
"2021-02-08","21:31:05","2021-02-08","23:31:05","1363","416"
"2021-02-06","21:23:57","2021-02-06","23:23:57","1363","417"
"2021-02-09","21:33:23","2021-02-09","23:33:23","1363","418"
"2021-02-06","14:30:13","2021-02-06","16:30:13","1363","419"
"2021-02-08","13:32:39","2021-02-08","15:32:39","1363","420"
"2021-02-06","09:21:03","2021-02-06","11:21:03","1363","421"
"2021-02-05","21:16:20","2021-02-05","23:16:20","1363","422"
"2021-02-05","11:13:02","2021-02-05","13:13:02","1363","423"
"2021-02-07","19:54:17","2021-02-07","21:54:17","1363","424"
"2021-02-05","08:18:23","2021-02-05","10:18:23","1363","425"
"2020-03-04","16:11:51","2020-03-04","18:11:51","1364","430"
"2020-03-07","09:12:49","2020-03-07","11:12:49","1364","431"
"2020-03-08","21:31:55","2020-03-08","23:31:55","1364","432"
"2020-03-06","12:26:08","2020-03-06","14:26:08","1364","433"
"2020-03-04","09:48:29","2020-03-04","11:48:29","1364","434"
"2020-03-06","10:51:44","2020-03-06","12:51:44","1364","435"
"2020-03-05","14:58:55","2020-03-05","16:58:55","1364","436"
"2020-03-08","08:42:33","2020-03-08","10:42:33","1364","437"
"2020-03-04","18:32:19","2020-03-04","20:32:19","1364","438"
"2020-03-06","11:25:54","2020-03-06","13:25:54","1364","439"
"2021-06-15","20:46:48","2021-06-15","22:46:48","1368","416"
"2021-06-17","14:37:55","2021-06-17","16:37:55","1368","417"
"2021-06-17","20:50:49","2021-06-17","22:50:49","1368","418"
"2021-06-14","08:56:22","2021-06-14","10:56:22","1368","419"
"2021-06-15","21:26:09","2021-06-15","23:26:09","1368","420"
"2021-06-14","15:22:41","2021-06-14","17:22:41","1368","421"
"2021-06-14","11:16:46","2021-06-14","13:16:46","1368","422"
"2021-06-17","14:46:53","2021-06-17","16:46:53","1368","423"
"2021-06-14","11:52:50","2021-06-14","13:52:50","1368","424"
"2021-06-13","12:19:22","2021-06-13","14:19:22","1368","425"
"2020-03-23","19:28:25","2020-03-23","21:28:25","1368","426"
"2020-03-22","13:11:17","2020-03-22","15:11:17","1368","427"
"2020-03-21","15:03:40","2020-03-21","17:03:40","1368","428"
"2020-03-24","13:48:39","2020-03-24","15:48:39","1368","429"
"2021-06-01","08:24:30","2021-06-01","10:24:30","1368","430"
"2021-06-03","16:54:35","2021-06-03","18:54:35","1368","431"
"2021-06-01","17:25:09","2021-06-01","19:25:09","1368","432"
"2021-06-01","17:30:26","2021-06-01","19:30:26","1368","433"
"2021-06-01","17:27:58","2021-06-01","19:27:58","1368","434"
"2021-06-02","15:18:28","2021-06-02","17:18:28","1368","435"
"2021-06-01","16:03:42","2021-06-01","18:03:42","1368","436"
"2021-06-01","21:24:26","2021-06-01","23:24:26","1368","437"
"2021-06-03","11:21:31","2021-06-03","13:21:31","1368","438"
"2021-06-03","18:14:53","2021-06-03","20:14:53","1368","439"
"2021-03-27","11:50:15","2021-03-27","13:50:15","1369","426"
"2021-03-28","11:30:33","2021-03-28","13:30:33","1369","427"
"2021-04-02","09:55:03","2021-04-02","11:55:03","1369","428"
"2021-04-02","18:27:16","2021-04-02","20:27:16","1369","429"
"2020-08-15","13:38:41","2020-08-15","15:38:41","1370","401"
"2020-08-19","15:06:01","2020-08-19","17:06:01","1370","402"
"2020-08-17","14:53:31","2020-08-17","16:53:31","1370","403"
"2020-08-15","18:05:40","2020-08-15","20:05:40","1370","404"
"2020-08-16","19:42:36","2020-08-16","21:42:36","1370","405"
"2020-08-17","10:49:47","2020-08-17","12:49:47","1370","406"
"2020-08-18","08:13:45","2020-08-18","10:13:45","1370","407"
"2020-08-18","13:49:32","2020-08-18","15:49:32","1370","408"
"2020-08-17","21:40:11","2020-08-17","23:40:11","1370","409"
"2020-08-17","08:02:42","2020-08-17","10:02:42","1370","410"
"2021-01-20","20:21:53","2021-01-20","22:21:53","1371","430"
"2021-01-22","12:12:16","2021-01-22","14:12:16","1371","431"
"2021-01-21","10:37:03","2021-01-21","12:37:03","1371","432"
"2021-01-20","19:15:38","2021-01-20","21:15:38","1371","433"
"2021-01-24","11:27:33","2021-01-24","13:27:33","1371","434"
"2021-01-23","09:19:31","2021-01-23","11:19:31","1371","435"
"2021-01-20","10:52:13","2021-01-20","12:52:13","1371","436"
"2021-01-20","18:30:34","2021-01-20","20:30:34","1371","437"
"2021-01-24","11:41:33","2021-01-24","13:41:33","1371","438"
"2021-01-24","08:04:12","2021-01-24","10:04:12","1371","439"
"2021-09-17","10:11:12","2021-09-17","12:11:12","1372","416"
"2021-09-20","14:56:38","2021-09-20","16:56:38","1372","417"
"2021-09-21","21:31:27","2021-09-21","23:31:27","1372","418"
"2021-09-17","21:48:02","2021-09-17","23:48:02","1372","419"
"2021-09-18","17:51:05","2021-09-18","19:51:05","1372","420"
"2021-09-21","18:08:34","2021-09-21","20:08:34","1372","421"
"2021-09-19","08:51:25","2021-09-19","10:51:25","1372","422"
"2021-09-21","13:54:44","2021-09-21","15:54:44","1372","423"
"2021-09-17","12:10:21","2021-09-17","14:10:21","1372","424"
"2021-09-19","20:12:37","2021-09-19","22:12:37","1372","425"
"2020-10-14","16:07:42","2020-10-14","18:07:42","1372","430"
"2020-10-12","09:03:30","2020-10-12","11:03:30","1372","431"
"2020-10-13","19:58:58","2020-10-13","21:58:58","1372","432"
"2020-10-10","17:11:02","2020-10-10","19:11:02","1372","433"
"2020-10-14","17:42:39","2020-10-14","19:42:39","1372","434"
"2020-10-13","10:17:13","2020-10-13","12:17:13","1372","435"
"2020-10-14","15:32:03","2020-10-14","17:32:03","1372","436"
"2020-10-11","09:36:09","2020-10-11","11:36:09","1372","437"
"2020-10-14","14:32:03","2020-10-14","16:32:03","1372","438"
"2020-10-10","12:44:50","2020-10-10","14:44:50","1372","439"
"2020-09-08","18:43:42","2020-09-08","20:43:42","1373","401"
"2020-09-06","16:37:38","2020-09-06","18:37:38","1373","402"
"2020-09-06","15:01:53","2020-09-06","17:01:53","1373","403"
"2020-09-07","16:45:05","2020-09-07","18:45:05","1373","404"
"2020-09-09","10:34:17","2020-09-09","12:34:17","1373","405"
"2020-09-07","19:44:22","2020-09-07","21:44:22","1373","406"
"2020-09-08","21:49:17","2020-09-08","23:49:17","1373","407"
"2020-09-06","10:13:06","2020-09-06","12:13:06","1373","408"
"2020-09-06","21:30:48","2020-09-06","23:30:48","1373","409"
"2020-09-09","12:08:20","2020-09-09","14:08:20","1373","410"
"2020-01-12","11:27:49","2020-01-12","13:27:49","1374","401"
"2020-01-08","08:14:26","2020-01-08","10:14:26","1374","402"
"2020-01-09","16:34:30","2020-01-09","18:34:30","1374","403"
"2020-01-10","16:15:46","2020-01-10","18:15:46","1374","404"
"2020-01-11","14:05:06","2020-01-11","16:05:06","1374","405"
"2020-01-08","17:51:22","2020-01-08","19:51:22","1374","406"
"2020-01-08","09:02:00","2020-01-08","11:02:00","1374","407"
"2020-01-08","19:37:18","2020-01-08","21:37:18","1374","408"
"2020-01-10","14:24:47","2020-01-10","16:24:47","1374","409"
"2020-01-09","20:22:24","2020-01-09","22:22:24","1374","410"
"2021-06-11","08:21:13","2021-06-11","10:21:13","1374","426"
"2021-06-13","12:13:39","2021-06-13","14:13:39","1374","427"
"2021-06-13","11:50:06","2021-06-13","13:50:06","1374","428"
"2021-06-10","10:47:26","2021-06-10","12:47:26","1374","429"
"2020-03-23","16:57:03","2020-03-23","18:57:03","1375","426"
"2020-03-20","08:00:10","2020-03-20","10:00:10","1375","427"
"2020-03-23","20:55:16","2020-03-23","22:55:16","1375","428"
"2020-03-23","13:04:37","2020-03-23","15:04:37","1375","429"
"2020-05-01","15:25:17","2020-05-01","17:25:17","1378","426"
"2020-04-28","17:04:35","2020-04-28","19:04:35","1378","427"
"2020-05-02","13:58:16","2020-05-02","15:58:16","1378","428"
"2020-05-01","14:16:33","2020-05-01","16:16:33","1378","429"
"2020-08-20","10:44:28","2020-08-20","12:44:28","1379","416"
"2020-08-22","14:33:36","2020-08-22","16:33:36","1379","417"
"2020-08-20","12:06:43","2020-08-20","14:06:43","1379","418"
"2020-08-20","18:43:02","2020-08-20","20:43:02","1379","419"
"2020-08-21","15:39:27","2020-08-21","17:39:27","1379","420"
"2020-08-22","21:40:03","2020-08-22","23:40:03","1379","421"
"2020-08-19","14:15:28","2020-08-19","16:15:28","1379","422"
"2020-08-21","15:26:21","2020-08-21","17:26:21","1379","423"
"2020-08-20","18:28:09","2020-08-20","20:28:09","1379","424"
"2020-08-19","20:20:32","2020-08-19","22:20:32","1379","425"
"2020-05-21","16:03:01","2020-05-21","18:03:01","1381","426"
"2020-05-20","18:20:32","2020-05-20","20:20:32","1381","427"
"2020-05-17","18:40:49","2020-05-17","20:40:49","1381","428"
"2020-05-20","11:12:11","2020-05-20","13:12:11","1381","429"
"2021-07-02","16:42:14","2021-07-02","18:42:14","1382","426"
"2021-06-26","09:25:37","2021-06-26","11:25:37","1382","427"
"2021-06-26","21:27:22","2021-06-26","23:27:22","1382","428"
"2021-06-26","19:33:42","2021-06-26","21:33:42","1382","429"
"2021-08-18","20:31:56","2021-08-18","22:31:56","1385","426"
"2021-08-19","13:35:21","2021-08-19","15:35:21","1385","427"
"2021-08-20","20:37:42","2021-08-20","22:37:42","1385","428"
"2021-08-19","11:36:27","2021-08-19","13:36:27","1385","429"
"2021-04-19","11:11:49","2021-04-19","13:11:49","1386","416"
"2021-04-21","21:47:19","2021-04-21","23:47:19","1386","417"
"2021-04-20","09:02:51","2021-04-20","11:02:51","1386","418"
"2021-04-20","09:00:58","2021-04-20","11:00:58","1386","419"
"2021-04-19","15:10:03","2021-04-19","17:10:03","1386","420"
"2021-04-23","21:24:55","2021-04-23","23:24:55","1386","421"
"2021-04-21","12:40:56","2021-04-21","14:40:56","1386","422"
"2021-04-22","09:06:22","2021-04-22","11:06:22","1386","423"
"2021-04-23","18:31:50","2021-04-23","20:31:50","1386","424"
"2021-04-19","09:21:21","2021-04-19","11:21:21","1386","425"
"2021-03-23","09:45:39","2021-03-23","11:45:39","1389","416"
"2021-03-26","19:03:18","2021-03-26","21:03:18","1389","417"
"2021-03-24","20:18:21","2021-03-24","22:18:21","1389","418"
"2021-03-24","12:56:32","2021-03-24","14:56:32","1389","419"
"2021-03-23","10:43:22","2021-03-23","12:43:22","1389","420"
"2021-03-27","16:21:29","2021-03-27","18:21:29","1389","421"
"2021-03-27","08:05:16","2021-03-27","10:05:16","1389","422"
"2021-03-25","20:47:14","2021-03-25","22:47:14","1389","423"
"2021-03-25","17:11:08","2021-03-25","19:11:08","1389","424"
"2021-03-27","09:41:08","2021-03-27","11:41:08","1389","425"
"2021-07-23","17:13:04","2021-07-23","19:13:04","1390","430"
"2021-07-20","21:07:16","2021-07-20","23:07:16","1390","431"
"2021-07-23","16:18:29","2021-07-23","18:18:29","1390","432"
"2021-07-21","21:53:13","2021-07-21","23:53:13","1390","433"
"2021-07-24","11:45:43","2021-07-24","13:45:43","1390","434"
"2021-07-23","20:06:27","2021-07-23","22:06:27","1390","435"
"2021-07-21","21:30:56","2021-07-21","23:30:56","1390","436"
"2021-07-20","10:45:29","2021-07-20","12:45:29","1390","437"
"2021-07-21","15:06:15","2021-07-21","17:06:15","1390","438"
"2021-07-20","12:26:57","2021-07-20","14:26:57","1390","439"
"2020-05-01","19:31:45","2020-05-01","21:31:45","1392","430"
"2020-04-27","21:26:11","2020-04-27","23:26:11","1392","431"
"2020-05-02","14:49:32","2020-05-02","16:49:32","1392","432"
"2020-04-26","14:32:15","2020-04-26","16:32:15","1392","433"
"2020-04-26","14:18:30","2020-04-26","16:18:30","1392","434"
"2020-05-02","17:16:18","2020-05-02","19:16:18","1392","435"
"2020-05-01","12:01:23","2020-05-01","14:01:23","1392","436"
"2020-04-28","08:17:18","2020-04-28","10:17:18","1392","437"
"2020-04-28","16:00:39","2020-04-28","18:00:39","1392","438"
"2020-04-26","10:27:29","2020-04-26","12:27:29","1392","439"
"2020-02-22","18:10:02","2020-02-22","20:10:02","1393","401"
"2020-02-24","12:17:31","2020-02-24","14:17:31","1393","402"
"2020-02-20","15:54:16","2020-02-20","17:54:16","1393","403"
"2020-02-20","16:18:12","2020-02-20","18:18:12","1393","404"
"2020-02-20","16:06:20","2020-02-20","18:06:20","1393","405"
"2020-02-21","17:54:22","2020-02-21","19:54:22","1393","406"
"2020-02-24","19:50:49","2020-02-24","21:50:49","1393","407"
"2020-02-22","17:36:39","2020-02-22","19:36:39","1393","408"
"2020-02-23","16:21:03","2020-02-23","18:21:03","1393","409"
"2020-02-23","11:20:31","2020-02-23","13:20:31","1393","410"
"2021-01-18","10:01:41","2021-01-18","12:01:41","1394","416"
"2021-01-16","10:25:37","2021-01-16","12:25:37","1394","417"
"2021-01-16","11:37:26","2021-01-16","13:37:26","1394","418"
"2021-01-19","18:16:12","2021-01-19","20:16:12","1394","419"
"2021-01-17","18:45:46","2021-01-17","20:45:46","1394","420"
