"date_of_charge","time_of_charge","amount","description_of_charge"
"2020-09-01","11:35:21","128","conference room"
"2020-09-01","12:40:32","198","bar/restaurant"
"2020-09-01","12:49:39","174","conference room"
"2020-09-01","13:07:25","105","conference room"
"2020-09-01","13:49:19","178","gym"
"2020-09-01","14:33:30","105","bar/restaurant"
"2020-09-01","15:00:37","191","gym"
"2020-09-01","16:25:46","135","bar/restaurant"
"2020-09-01","18:29:57","151","bar/restaurant"
"2020-09-01","19:39:26","124","conference room"
"2020-09-01","20:06:27","138","bar/restaurant"
"2020-09-01","21:26:32","153","conference room"
"2020-09-01","21:49:17","134","bar/restaurant"
"2020-09-01","21:58:42","159","sauna"
"2020-09-01","23:13:09","189","bar/restaurant"
"2020-09-01","23:27:20","129","bar/restaurant"
"2020-09-02","10:30:15","131","conference room"
"2020-09-02","13:19:54","190","conference room"
"2020-09-02","14:02:40","143","conference room"
"2020-09-02","16:02:12","151","conference room"
"2020-09-02","19:18:46","178","gym"
"2020-09-02","22:00:50","137","bar/restaurant"
"2020-09-03","12:33:50","166","gym"
"2020-09-03","16:14:41","139","bar/restaurant"
"2020-09-03","19:42:40","103","gym"
"2020-09-03","19:52:55","179","bar/restaurant"
"2020-09-03","23:13:45","115","bar/restaurant"
"2020-09-04","11:28:57","168","gym"
"2020-09-05","13:21:10","170","gym"
"2020-09-05","13:40:13","140","gym"
"2020-09-06","12:13:06","178","bar/restaurant"
"2020-09-06","17:01:53","101","bar/restaurant"
"2020-09-06","18:37:38","167","bar/restaurant"
"2020-09-06","23:30:48","125","bar/restaurant"
"2020-09-07","10:53:18","178","gym"
"2020-09-07","12:35:20","114","gym"
"2020-09-07","13:28:14","194","gym"
"2020-09-07","13:44:21","123","conference room"
"2020-09-07","13:55:25","117","conference room"
"2020-09-07","14:07:51","114","gym"
"2020-09-07","15:56:28","178","gym"
"2020-09-07","18:23:52","183","gym"
"2020-09-07","18:45:05","173","bar/restaurant"
"2020-09-07","19:05:03","100","conference room"
"2020-09-07","19:32:19","107","conference room"
"2020-09-07","21:44:22","124","bar/restaurant"
"2020-09-08","10:33:32","196","gym"
"2020-09-08","14:04:39","123","conference room"
"2020-09-08","14:43:12","151","conference room"
"2020-09-08","15:51:41","162","conference room"
"2020-09-08","16:01:33","163","conference room"
"2020-09-08","20:43:42","114","bar/restaurant"
"2020-09-08","23:07:47","148","conference room"
"2020-09-08","23:49:17","143","bar/restaurant"
"2020-09-09","12:34:17","144","bar/restaurant"
"2020-09-09","13:08:45","182","gym"
"2020-09-09","13:51:47","165","sauna"
"2020-09-09","14:08:20","113","bar/restaurant"
"2020-09-09","14:35:08","159","conference room"
"2020-09-09","15:57:40","193","conference room"
"2020-09-09","16:36:56","143","conference room"
"2020-09-09","17:39:51","164","conference room"
"2020-09-09","17:46:31","156","sauna"
"2020-09-09","20:34:38","163","sauna"
"2020-09-09","21:31:54","101","gym"
"2020-09-09","22:16:01","143","conference room"
"2020-09-09","23:04:01","162","conference room"
"2020-09-10","11:13:37","147","sauna"
"2020-09-10","11:58:45","143","conference room"
"2020-09-10","12:11:55","106","conference room"
"2020-09-10","17:42:16","103","sauna"
"2020-09-10","18:36:24","100","conference room"
"2020-09-10","19:47:40","155","conference room"
"2020-09-10","21:31:15","154","conference room"
"2020-09-10","22:51:04","118","sauna"
"2020-09-11","11:26:14","107","sauna"
"2020-09-11","13:33:43","129","conference room"
"2020-09-11","16:16:45","111","conference room"
"2020-09-11","17:02:17","108","conference room"
"2020-09-11","18:07:47","189","bar/restaurant"
"2020-09-11","20:20:27","125","conference room"
"2020-09-11","21:14:21","186","conference room"
"2020-09-11","23:35:18","187","conference room"
"2020-09-12","13:17:53","184","sauna"
"2020-09-12","15:35:17","136","conference room"
"2020-09-12","19:06:18","187","sauna"
"2020-09-12","20:48:03","129","bar/restaurant"
"2020-09-12","21:45:48","187","conference room"
"2020-09-12","22:06:31","142","bar/restaurant"
"2020-09-12","22:46:06","145","conference room"
"2020-09-12","22:49:00","161","conference room"
"2020-09-13","11:46:21","190","bar/restaurant"
"2020-09-13","13:44:52","174","sauna"
"2020-09-13","20:56:06","127","gym"
"2020-09-13","22:00:50","159","bar/restaurant"
"2020-09-13","23:38:16","178","bar/restaurant"
"2020-09-14","12:50:20","144","conference room"
"2020-09-14","14:01:08","196","conference room"
"2020-09-14","14:16:16","126","conference room"
"2020-09-14","20:27:02","133","bar/restaurant"
"2020-09-14","22:46:52","196","conference room"
"2020-09-15","10:57:09","183","conference room"
"2020-09-15","11:00:41","170","conference room"
"2020-09-15","11:28:32","102","bar/restaurant"
"2020-09-15","13:24:43","133","bar/restaurant"
"2020-09-15","13:42:47","154","bar/restaurant"
"2020-09-15","16:52:22","160","conference room"
"2020-09-15","17:18:00","118","gym"
"2020-09-16","17:00:05","113","sauna"
"2020-09-16","22:13:04","108","gym"
"2020-09-16","22:54:21","179","gym"
"2020-09-17","10:31:23","109","bar/restaurant"
"2020-09-17","13:19:28","150","gym"
"2020-09-17","13:50:14","104","sauna"
"2020-09-17","14:22:17","111","bar/restaurant"
"2020-09-17","14:42:18","192","bar/restaurant"
"2020-09-17","16:40:53","119","bar/restaurant"
"2020-09-17","17:56:08","140","sauna"
"2020-09-17","18:14:07","168","conference room"
"2020-09-17","18:40:13","108","bar/restaurant"
"2020-09-17","19:36:22","174","conference room"
"2020-09-17","19:39:33","141","sauna"
"2020-09-17","21:04:52","142","gym"
"2020-09-17","21:16:40","167","conference room"
"2020-09-17","21:53:11","143","gym"
"2020-09-17","22:25:26","145","sauna"
"2020-09-17","23:23:44","193","gym"
"2020-09-17","23:50:38","150","bar/restaurant"
"2020-09-18","10:10:30","151","sauna"
"2020-09-18","11:30:13","129","bar/restaurant"
"2020-09-18","11:39:56","164","bar/restaurant"
"2020-09-18","14:42:13","160","bar/restaurant"
"2020-09-18","16:37:58","102","sauna"
"2020-09-18","16:48:37","127","bar/restaurant"
"2020-09-18","17:33:34","102","sauna"
"2020-09-18","17:39:18","134","gym"
"2020-09-18","18:42:19","156","bar/restaurant"
"2020-09-18","19:24:30","163","sauna"
"2020-09-18","20:19:56","136","sauna"
"2020-09-18","20:23:48","145","sauna"
"2020-09-18","22:39:06","139","bar/restaurant"
"2020-09-18","22:51:45","134","bar/restaurant"
"2020-09-18","23:03:08","185","bar/restaurant"
"2020-09-18","23:33:28","125","sauna"
"2020-09-19","10:25:35","191","bar/restaurant"
"2020-09-19","10:29:07","104","bar/restaurant"
"2020-09-19","11:04:43","151","bar/restaurant"
"2020-09-19","12:12:56","122","sauna"
"2020-09-19","15:09:19","166","sauna"
"2020-09-19","15:19:30","103","bar/restaurant"
"2020-09-19","16:43:01","186","sauna"
"2020-09-19","17:23:43","116","sauna"
"2020-09-19","18:00:30","117","bar/restaurant"
"2020-09-19","19:31:08","133","sauna"
"2020-09-19","20:42:15","141","bar/restaurant"
"2020-09-20","10:10:09","104","gym"
"2020-09-20","10:30:22","169","bar/restaurant"
"2020-09-20","12:26:01","130","sauna"
"2020-09-20","14:10:20","178","bar/restaurant"
"2020-09-20","14:25:45","125","bar/restaurant"
"2020-09-20","15:51:04","164","sauna"
"2020-09-20","16:29:43","178","bar/restaurant"
"2020-09-20","16:30:09","103","bar/restaurant"
"2020-09-20","16:58:10","178","gym"
"2020-09-20","17:54:24","114","gym"
"2020-09-20","20:40:48","167","bar/restaurant"
"2020-09-20","21:13:55","145","bar/restaurant"
"2020-09-21","10:08:42","118","bar/restaurant"
"2020-09-21","12:42:54","108","conference room"
"2020-09-21","17:04:58","134","sauna"
"2020-09-21","18:08:37","174","bar/restaurant"
"2020-09-21","19:21:56","124","conference room"
"2020-09-21","22:46:51","184","bar/restaurant"
"2020-09-21","23:33:10","148","conference room"
"2020-09-22","17:41:48","188","sauna"
"2020-09-22","23:45:03","149","sauna"
"2020-09-23","12:14:07","107","gym"
"2020-09-23","13:30:35","172","sauna"
"2020-09-23","14:44:51","116","gym"
"2020-09-23","15:14:25","169","conference room"
"2020-09-23","16:46:52","121","conference room"
"2020-09-23","19:09:16","163","conference room"
"2020-09-23","20:00:38","122","sauna"
"2020-09-24","15:36:45","124","sauna"
"2020-09-24","17:02:44","189","sauna"
"2020-09-24","20:12:01","195","sauna"
"2020-09-24","23:35:40","120","gym"
"2020-09-25","12:07:48","112","gym"
"2020-09-25","14:34:47","152","sauna"
"2020-09-25","15:28:00","198","conference room"
"2020-09-25","16:22:18","199","conference room"
"2020-09-25","17:29:56","183","bar/restaurant"
"2020-09-25","19:11:02","188","bar/restaurant"
"2020-09-25","19:29:03","109","conference room"
"2020-09-25","20:14:28","136","gym"
"2020-09-25","21:03:56","137","gym"
"2020-09-25","21:56:42","111","conference room"
"2020-09-25","22:47:12","150","sauna"
"2020-09-25","23:34:17","131","bar/restaurant"
"2020-09-26","10:43:26","124","bar/restaurant"
"2020-09-26","13:39:21","191","sauna"
"2020-09-26","14:25:25","198","sauna"
"2020-09-26","18:51:56","102","sauna"
"2020-09-26","19:13:43","157","sauna"
"2020-09-26","19:58:33","125","bar/restaurant"
"2020-09-27","11:48:45","116","sauna"
"2020-09-27","15:02:56","199","bar/restaurant"
"2020-09-27","17:47:47","182","bar/restaurant"
"2020-09-27","19:22:18","158","bar/restaurant"
"2020-09-27","21:00:22","177","bar/restaurant"
"2020-09-27","21:23:39","186","bar/restaurant"
"2020-09-27","21:44:58","181","bar/restaurant"
"2020-09-27","21:50:40","156","sauna"
"2020-09-27","22:37:24","183","bar/restaurant"
"2020-09-27","23:32:18","126","sauna"
"2020-09-28","12:45:17","148","bar/restaurant"
"2020-09-28","14:01:47","124","bar/restaurant"
"2020-09-28","14:08:51","167","gym"
"2020-09-28","15:02:25","104","bar/restaurant"
"2020-09-28","15:30:27","183","sauna"
"2020-09-28","15:52:11","138","bar/restaurant"
"2020-09-28","16:29:58","162","gym"
"2020-09-28","17:36:58","158","bar/restaurant"
"2020-09-28","18:02:26","127","bar/restaurant"
"2020-09-28","23:31:36","131","bar/restaurant"
"2020-10-01","11:53:35","164","bar/restaurant"
"2020-10-01","14:30:16","154","bar/restaurant"
"2020-10-01","16:49:58","137","sauna"
"2020-10-01","20:03:28","169","sauna"
"2020-10-01","22:50:14","102","bar/restaurant"
"2020-10-02","10:21:13","153","sauna"
"2020-10-02","10:52:26","109","sauna"
"2020-10-02","13:34:46","105","bar/restaurant"
"2020-10-02","14:42:39","114","bar/restaurant"
"2020-10-02","15:23:17","180","conference room"
"2020-10-02","15:35:07","146","bar/restaurant"
"2020-10-02","16:26:45","134","sauna"
"2020-10-02","16:49:53","129","sauna"
"2020-10-02","17:47:02","119","sauna"
"2020-10-02","18:41:28","183","sauna"
"2020-10-02","20:46:31","183","bar/restaurant"
"2020-10-02","21:29:45","125","bar/restaurant"
"2020-10-02","22:10:56","122","sauna"
"2020-10-02","23:29:01","177","sauna"
"2020-10-03","10:23:15","180","sauna"
"2020-10-03","11:35:07","111","sauna"
"2020-10-03","13:16:39","109","bar/restaurant"
"2020-10-03","14:00:25","136","bar/restaurant"
"2020-10-03","14:40:37","144","bar/restaurant"
"2020-10-03","21:28:52","100","sauna"
"2020-10-04","13:02:11","109","conference room"
"2020-10-04","13:19:43","109","conference room"
"2020-10-04","14:58:24","134","conference room"
"2020-10-04","15:29:26","181","conference room"
"2020-10-04","16:16:10","133","conference room"
"2020-10-04","16:46:25","116","bar/restaurant"
"2020-10-04","21:44:44","152","sauna"
"2020-10-04","22:48:46","198","bar/restaurant"
"2020-10-04","23:44:14","129","bar/restaurant"
"2020-10-05","11:36:43","150","bar/restaurant"
"2020-10-05","13:07:03","158","bar/restaurant"
"2020-10-05","17:55:40","118","bar/restaurant"
"2020-10-05","18:00:12","155","sauna"
"2020-10-05","18:14:57","131","bar/restaurant"
"2020-10-05","22:18:46","165","conference room"
"2020-10-06","10:37:29","191","bar/restaurant"
"2020-10-06","12:00:13","155","sauna"
"2020-10-06","12:03:19","171","sauna"
"2020-10-06","12:27:34","143","bar/restaurant"
"2020-10-06","12:45:57","153","bar/restaurant"
"2020-10-06","12:51:01","182","sauna"
"2020-10-06","13:10:51","139","sauna"
"2020-10-06","13:34:23","130","conference room"
"2020-10-06","15:09:20","106","conference room"
"2020-10-06","15:46:11","178","conference room"
"2020-10-06","16:48:17","184","bar/restaurant"
"2020-10-06","17:31:30","125","sauna"
"2020-10-06","17:46:39","167","sauna"
"2020-10-06","18:53:22","133","sauna"
"2020-10-06","21:42:11","176","conference room"
"2020-10-06","22:22:39","125","sauna"
"2020-10-06","22:30:54","159","conference room"
"2020-10-07","11:13:44","163","bar/restaurant"
"2020-10-07","12:25:40","191","sauna"
"2020-10-07","13:13:37","152","bar/restaurant"
"2020-10-07","14:02:45","125","bar/restaurant"
"2020-10-07","14:23:39","105","bar/restaurant"
"2020-10-07","16:00:46","177","sauna"
"2020-10-07","18:14:10","189","conference room"
"2020-10-07","18:35:33","175","conference room"
"2020-10-07","19:28:45","186","sauna"
"2020-10-07","19:37:35","197","conference room"
"2020-10-07","20:37:05","152","bar/restaurant"
"2020-10-07","20:51:05","113","sauna"
"2020-10-07","20:51:11","103","bar/restaurant"
"2020-10-07","22:06:58","115","sauna"
"2020-10-07","22:08:19","104","bar/restaurant"
"2020-10-07","23:14:44","131","sauna"
"2020-10-07","23:47:10","150","sauna"
"2020-10-08","13:10:18","197","sauna"
"2020-10-08","13:29:00","157","sauna"
"2020-10-08","15:51:57","111","sauna"
"2020-10-08","17:27:37","140","bar/restaurant"
"2020-10-08","20:44:10","174","sauna"
"2020-10-08","22:15:11","158","sauna"
"2020-10-08","22:44:48","192","bar/restaurant"
"2020-10-08","22:56:45","164","conference room"
"2020-10-08","23:29:42","190","sauna"
"2020-10-09","10:17:19","150","sauna"
"2020-10-09","12:46:27","122","sauna"
"2020-10-09","12:57:12","157","conference room"
"2020-10-09","12:58:33","104","conference room"
"2020-10-09","13:30:38","152","sauna"
"2020-10-09","15:38:05","170","conference room"
"2020-10-09","20:19:47","191","sauna"
"2020-10-09","21:39:52","119","sauna"
"2020-10-10","14:44:50","170","sauna"
"2020-10-10","15:21:15","191","conference room"
"2020-10-10","16:03:38","145","sauna"
"2020-10-10","16:37:08","122","conference room"
"2020-10-10","16:40:17","111","sauna"
"2020-10-10","18:45:22","143","conference room"
"2020-10-10","19:11:02","147","sauna"
"2020-10-10","19:23:39","126","conference room"
"2020-10-10","20:06:11","126","conference room"
"2020-10-10","21:27:37","145","sauna"
"2020-10-11","11:36:09","110","sauna"
"2020-10-11","12:33:04","169","sauna"
"2020-10-11","13:33:38","146","sauna"
"2020-10-11","13:39:35","120","sauna"
"2020-10-11","14:39:07","173","conference room"
"2020-10-11","15:06:22","127","sauna"
"2020-10-11","15:07:33","148","sauna"
"2020-10-11","20:25:12","190","conference room"
"2020-10-11","23:43:45","158","sauna"
"2020-10-12","11:03:30","176","sauna"
"2020-10-12","12:38:26","167","conference room"
"2020-10-12","12:42:58","163","sauna"
"2020-10-12","15:23:05","159","sauna"
"2020-10-12","17:42:30","168","sauna"
"2020-10-13","11:31:25","118","conference room"
"2020-10-13","12:17:13","139","sauna"
"2020-10-13","12:45:45","124","conference room"
"2020-10-13","13:15:02","158","conference room"
"2020-10-13","15:46:52","124","conference room"
"2020-10-13","16:26:30","108","conference room"
"2020-10-13","21:58:58","132","sauna"
"2020-10-14","16:01:09","117","conference room"
"2020-10-14","16:32:03","109","sauna"
"2020-10-14","17:32:03","116","sauna"
"2020-10-14","18:07:42","183","sauna"
"2020-10-14","18:40:51","198","conference room"
"2020-10-14","19:42:39","131","sauna"
"2020-10-14","19:56:15","192","conference room"
"2020-10-15","11:12:28","151","conference room"
"2020-10-15","12:33:42","121","conference room"
"2020-10-15","14:48:27","134","conference room"
"2020-10-15","16:49:52","145","conference room"
"2020-10-15","21:16:20","154","conference room"
"2020-10-15","23:11:31","135","conference room"
"2020-10-16","10:45:35","181","conference room"
"2020-10-16","12:05:10","100","conference room"
"2020-10-16","14:37:22","163","gym"
"2020-10-16","21:14:53","162","conference room"
"2020-10-16","23:13:40","192","conference room"
"2020-10-16","23:41:13","190","gym"
"2020-10-17","10:03:12","104","gym"
"2020-10-17","16:16:07","107","conference room"
"2020-10-17","17:00:04","132","gym"
"2020-10-17","18:10:21","121","conference room"
"2020-10-17","18:49:36","107","conference room"
"2020-10-18","16:42:29","153","conference room"
"2020-10-18","17:37:57","133","conference room"
"2020-10-19","11:40:39","159","sauna"
"2020-10-20","10:16:15","158","bar/restaurant"
"2020-10-20","11:44:38","147","bar/restaurant"
"2020-10-20","13:16:09","159","sauna"
"2020-10-20","13:55:39","174","bar/restaurant"
"2020-10-20","14:48:09","165","bar/restaurant"
"2020-10-20","15:28:00","112","sauna"
"2020-10-20","18:06:54","186","sauna"
"2020-10-20","21:53:50","124","sauna"
"2020-10-21","10:03:18","104","sauna"
"2020-10-21","11:37:17","146","sauna"
"2020-10-21","11:51:46","127","sauna"
"2020-10-21","15:18:33","182","bar/restaurant"
"2020-10-21","15:45:43","126","bar/restaurant"
"2020-10-21","16:00:31","171","sauna"
"2020-10-21","22:18:57","199","sauna"
"2020-10-21","23:06:31","133","sauna"
"2020-10-21","23:39:02","119","bar/restaurant"
"2020-10-22","10:10:13","134","sauna"
"2020-10-22","10:20:29","123","bar/restaurant"
"2020-10-22","13:02:45","158","sauna"
"2020-10-22","14:27:00","167","sauna"
"2020-10-22","14:53:40","168","sauna"
"2020-10-22","15:33:21","142","sauna"
"2020-10-22","17:39:55","111","sauna"
"2020-10-22","19:18:26","170","sauna"
"2020-10-22","23:30:45","165","sauna"
"2020-10-23","10:00:45","162","sauna"
"2020-10-23","11:04:20","164","bar/restaurant"
"2020-10-23","14:31:32","179","sauna"
"2020-10-23","15:15:27","143","sauna"
"2020-10-23","17:28:43","176","sauna"
"2020-10-23","18:10:45","123","bar/restaurant"
"2020-10-23","18:41:11","158","bar/restaurant"
"2020-10-23","19:16:37","192","sauna"
"2020-10-23","19:52:49","127","sauna"
"2020-10-23","21:44:31","167","sauna"
